P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
Kepler-633 b,3.0,,,,1.62545,-0.21299,0.31388,2016,2016-05-10,8.5034072,-2.68e-05,2.68e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-633,295.21744,40.592251,13.716,634.0,-79.3,118.05,-0.05,-0.126,0.104,1.02,-0.06,0.06,1.15,-0.14,0.21,,6.03,-2.34,1.6,5899.0,-91.57,86.22,,,4.32,",",,,,,,0.082054978,0.082054978,0.082054978,0.08205498,213.10226,213.10226,213.10226,973.4013,973.4013,973.4013,Superterran,1.15,G,19.681163,19 40 52.1886,+40 35 32.1036,1.4348216,0.89238282,2.0959416,1.1303097,1.9871433,1.1951108,1.9871433,1.0910765,1.9871433,3.2341691,2.5139923,0.48582268,0,0,Hot,0,0.27952928,Cygnus,Cyg,Swan,1.62545,3.2754986,0.082054978
Kepler-634 b,3.0,,,,1.89449,-0.24662,0.30267,2016,2016-05-10,5.1695018,-1.029e-05,1.029e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-634,291.19506,40.702706,13.55,757.0,-99.05,118.16,-0.18,-0.129,0.132,1.03,-0.07,0.09,1.24,-0.16,0.19,,5.37,-1.58,1.6,6075.0,-77.53,86.22,,,4.26,",",,,,,,0.059077361,0.059077361,0.059077361,0.059077363,537.61945,537.61945,537.61945,1226.7714,1226.7714,1226.7714,Superterran,1.24,F,19.413005,19 24 46.8192,+40 42 09.7416,1.8763642,1.0095998,2.3616656,1.2787728,2.239074,1.3518864,2.239074,1.2343522,2.239074,3.6984721,3.4126603,0.47807896,0,0,Hot,0,0.26240657,Lyra,Lyr,Lyre,1.89449,4.2482729,0.059077361
Kepler-635 b,3.0,,,,2.64556,-0.26904,0.35872,2016,2016-05-10,23.44971,-7.672e-05,7.672e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-635,289.77325,40.800724,13.31,826.0,-84.63,105.98,0.41,-0.038,0.037,1.33,-0.05,0.06,1.51,-0.15,0.2,,2.34,-0.626,0.45,6174.0,-82.75,70.4,,,4.2,",",,,,,,0.17628625,0.17628625,0.17628625,0.17628625,95.515131,95.515131,95.515131,796.45814,796.45814,796.45814,Neptunian,1.51,F,19.318217,19 19 05.5829,+40 48 02.6064,2.9683085,1.2621897,2.9464719,1.5987022,2.7935237,1.6899741,2.7935237,1.5431438,2.7935237,4.6517706,4.4051788,0.45329197,0,0,Hot,0,0.23752518,Lyra,Lyr,Lyre,2.64556,7.4891982,0.17628625
Kepler-636 b,3.0,,,,4.45037,-0.13452,0.13452,2016,2016-05-10,16.080661,-5.6e-06,5.6e-06,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-636,293.59189,41.095161,13.653,341.0,-11.38,11.33,-0.02,-0.109,0.108,0.85,-0.04,0.03,0.8,-0.02,0.02,,5.01,-2.6,3.15,5203.0,-72.86,56.47,,,4.56,",",,,,,,0.11808239,0.11808239,0.11808239,0.11808239,30.137946,30.137946,30.137946,596.92988,596.92988,596.92988,Neptunian,0.8,K,19.572794,19 34 22.0570,+41 05 42.5796,0.42022697,0.50262424,1.2058526,0.63664516,1.1432571,0.67359873,1.1432571,0.61460171,1.1432571,1.7502728,0.7156029,0.44327248,0,0,Hot,0,0.20111946,Cygnus,Cyg,Swan,4.45037,18.110491,0.11808239
Kepler-637 b,3.0,,,,4.75304,-0.5605,0.50445,2016,2016-05-10,23.205846,-5.368e-05,5.368e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-637,292.41723,41.416882,13.413,1575.0,-186.92,164.18,0.38,-0.053,0.052,1.64,-0.1,0.07,2.56,-0.3,0.27,,2.19,-0.25,0.34,6096.0,-44.44,46.96,,,3.84,",",,,,,,0.18772515,0.18772515,0.18772515,0.18772515,230.09305,230.09305,230.09305,992.24926,992.24926,992.24926,Neptunian,2.56,F,19.494483,19 29 40.1396,+41 25 00.7752,8.1086473,2.096082,4.9009752,2.6549242,4.6465706,2.8066714,4.6465706,2.5626918,4.6465706,7.6884355,4.1313984,0.48074356,0,0,Hot,0,0.1608527,Cygnus,Cyg,Swan,4.75304,20.250944,0.18772515
Kepler-638 b,3.0,,,,1.82723,-0.31388,0.5605,2016,2016-05-10,6.0797289,-1.513e-05,1.513e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-638,284.91943,41.617195,13.532,426.0,-41.61,137.23,0.04,-0.123,0.105,0.88,-0.04,0.04,0.93,-0.09,0.29,,11.75,-7.41,2.4,5382.0,-59.39,50.1,,,4.43,",",,,,,,0.062458745,0.062458745,0.062458745,0.062458747,166.66439,166.66439,166.66439,915.38884,915.38884,915.38884,Superterran,0.93,G,18.99463,18 59 40.6665,+41 37 01.9020,0.65017358,0.61920186,1.4762633,0.78430405,1.3996313,0.82967245,1.3996313,0.75713439,1.3996313,2.1771003,0.98457422,0.51688275,0,0,Hot,0,0.27133814,Lyra,Lyr,Lyre,1.82723,3.9953845,0.062458745
Kepler-639 b,3.0,,,,2.37652,-0.3363,0.54929,2016,2016-05-10,10.214205,-2.131e-05,2.131e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-639,292.18689,41.727039,13.336,680.0,-94.49,136.07,0.23,-0.073,0.078,1.14,-0.06,0.09,1.29,-0.18,0.26,,4.37,-1.7,1.16,5896.0,-59.62,76.96,,,4.27,",",,,,,,0.096223442,0.096223442,0.096223442,0.096223445,194.59702,194.59702,194.59702,951.54418,951.54418,951.54418,Superterran,1.29,G,19.479127,19 28 44.8568,+41 43 37.3404,1.8017643,1.0001852,2.34931,1.2668544,2.2273596,1.3394872,2.2273596,1.2228822,2.2273596,3.624205,2.5955366,0.47782994,0,0,Hot,0,0.24308107,Cygnus,Cyg,Swan,2.37652,6.2425017,0.096223442
Kepler-640 b,3.0,,,,2.55588,-0.2242,0.07847,2016,2016-05-10,22.24814,-3.515e-05,3.515e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-640,296.03219,42.13168,13.721,538.0,-16.46,19.13,0.15,-0.084,0.078,1.01,-0.03,0.03,0.94,-0.03,0.03,,2.09,-0.759,1.45,5653.0,-62.83,72.44,,,4.5,",",,,,,,0.15529084,0.15529084,0.15529084,0.15529084,33.524989,33.524989,33.524989,613.03754,613.03754,613.03754,Neptunian,0.94,G,19.73548,19 44 07.7295,+42 07 54.0480,0.80846327,0.67982483,1.6071926,0.86108535,1.5237646,0.91065322,1.5237646,0.83122724,1.5237646,2.4276939,1.6420738,0.40584139,0,0,Hot,0,0.26551079,Cygnus,Cyg,Swan,2.55588,7.063293,0.15529084
Kepler-641 b,3.0,,,,1.84965,-0.24662,0.31388,2016,2016-05-10,9.4896157,-2.398e-05,2.398e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-641,291.82348,42.516216,13.774,673.0,-84.25,115.44,0.15,-0.091,0.094,1.02,-0.04,0.05,1.13,-0.14,0.19,,7.08,-3.55,2.4,5713.0,-83.52,81.57,,,4.33,",",,,,,,0.088282651,0.088282651,0.088282651,0.088282653,156.36937,156.36937,156.36937,900.91296,900.91296,900.91296,Superterran,1.13,G,19.4549,19 27 17.6393,+42 30 58.3776,1.2187158,0.83171037,1.9629428,1.0534661,1.8610482,1.1140463,1.8610482,1.0169286,1.8610482,2.9806775,1.8263584,0.49899605,0,0,Hot,0,0.2707392,Lyra,Lyr,Lyre,1.84965,4.0789714,0.088282651
Kepler-642 b,3.0,,,,2.90339,-0.5605,1.30036,2016,2016-05-10,4.4174586,-6.6e-06,6.6e-06,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-642,293.83456,42.624962,13.343,1022.0,-200.31,448.37,0.06,-0.138,0.13,1.4,-0.16,0.23,1.66,-0.32,0.74,,1.95,-0.454,0.62,6570.0,-201.09,133.26,,,4.14,",",,,,,,0.058929654,0.058929654,0.058929654,0.058929655,1324.642,1324.642,1324.642,1536.9847,1536.9847,1536.9847,Neptunian,1.66,F,19.588972,19 35 20.2978,+42 37 29.8632,4.6000897,1.534817,3.5590431,1.9439942,3.3742983,2.0543768,3.3742983,1.8763218,3.3742983,5.7909114,8.8481346,0.44730795,0,0,Hot,0,0.21426377,Cygnus,Cyg,Swan,2.90339,8.7701168,0.058929654
Kepler-643 b,3.0,,,,10.15626,-0.26904,0.34751,2016,2016-05-10,16.338896,-1.826e-05,1.826e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-643,290.32732,42.898281,13.781,1029.0,-26.94,35.87,0.13,-0.111,0.078,1.0,-0.04,0.07,2.52,-0.07,0.08,,12.02,-2.3,1.8,4908.0,-47.77,45.26,,,3.64,",",,,,,,0.1259867,0.1259867,0.1259867,0.12598671,207.9977,207.9977,207.9977,967.51909,967.51909,967.51909,Jovian,2.52,K,19.355156,19 21 18.5616,+42 53 53.8116,3.3014745,1.4293137,3.4686211,1.8104397,3.2885627,1.916156,3.2885627,1.7477876,3.2885627,4.9058893,0.45508689,0.54142992,0,0,Hot,0,0.09045403,Lyra,Lyr,Lyre,10.15626,73.50441,0.1259867
Kepler-644 b,3.0,,,,3.15001,-0.60534,1.15463,2016,2016-05-10,3.1739171,-4.23e-06,4.23e-06,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-644,295.47574,43.493137,13.949,1413.0,-275.94,515.33,0.08,-0.149,0.14,1.49,-0.17,0.22,1.81,-0.35,0.67,,1.62,-0.32,0.52,6747.0,-238.58,156.03,,,4.09,",",,,,,,0.048265339,0.048265339,0.048265339,0.04826534,2611.0664,2611.0664,2611.0664,1821.1654,1821.1654,1821.1654,Neptunian,1.81,F,19.698384,19 41 54.1820,+43 29 35.2932,6.0825913,1.7476555,4.043483,2.2135651,3.8335927,2.3389688,3.8335927,2.1364569,3.8335927,6.6589858,12.244301,0.44279845,0,0,Hot,0,0.20411392,Cygnus,Cyg,Swan,3.15001,10.072062,0.048265339
Kepler-645 b,3.0,,,,2.09627,-0.28025,0.62776,2016,2016-05-10,3.2758226,-4.77e-06,4.77e-06,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-645,290.32277,44.035809,13.992,901.0,-129.4,268.27,-0.01,-0.189,0.127,1.13,-0.09,0.14,1.21,-0.16,0.36,,2.95,-1.22,1.47,6170.0,-162.1,144.24,,,4.33,",",,,,,,0.044952027,0.044952027,0.044952027,0.044952028,940.80903,940.80903,940.80903,1410.9781,1410.9781,1410.9781,Superterran,1.21,F,19.354852,19 21 17.4675,+44 02 08.9124,1.9010785,1.0103592,2.3587838,1.2797312,2.2363419,1.352797,2.2363419,1.2352586,2.2363419,3.7227493,4.1436971,0.44622578,0,0,Hot,0,0.25129549,Cygnus,Cyg,Swan,2.09627,5.0447392,0.044952027
Kepler-646 b,3.0,,,,1.99538,-0.19057,0.36993,2016,2016-05-10,15.873646,-4.3e-05,4.3e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-646,290.47134,44.387085,13.766,513.0,-48.6,77.49,-0.07,-0.192,0.162,0.93,-0.06,0.06,0.91,-0.08,0.13,,4.57,-2.78,4.74,5634.0,-139.42,117.96,,,4.49,",",,,,,,0.12062991,0.12062991,0.12062991,0.12062991,51.372275,51.372275,51.372275,682.06711,682.06711,682.06711,Superterran,0.91,G,19.364757,19 21 53.1250,+44 23 13.5060,0.74754751,0.65444418,1.5480395,0.82893792,1.4676821,0.87667091,1.4676821,0.80019664,1.4676821,2.3344425,1.5462164,0.44981975,0,0,Hot,0,0.28044851,Cygnus,Cyg,Swan,1.99538,4.6394796,0.12062991
Kepler-647 b,3.0,,,,1.16584,-0.1121,0.13452,2016,2016-05-10,16.225465,-0.0001556,0.0001556,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-647,284.7883,44.591675,13.965,789.0,-70.74,93.38,-0.14,-0.12,0.117,1.03,-0.05,0.06,1.07,-0.09,0.13,,4.27,-2.2,1.84,6020.0,-72.51,81.21,,,4.39,",",,,,,,0.12664462,0.12664462,0.12664462,0.12664462,83.997951,83.997951,83.997951,771.28002,771.28002,771.28002,Terran,1.07,F,18.985887,18 59 09.1944,+44 35 30.0300,1.3472313,0.85836145,2.0103182,1.0872139,1.9059646,1.1494269,1.9059646,1.0494566,1.9059646,3.133898,3.104964,0.46015968,0,0,Hot,0,0.30741183,Lyra,Lyr,Lyre,1.16584,1.6844027,0.12664462
Kepler-648 b,3.0,,,,3.21727,-0.23541,0.12331,2016,2016-05-10,17.421175,-2.066e-05,2.066e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-648,283.89965,45.016888,13.939,665.0,-23.65,24.26,0.21,-0.076,0.071,1.05,-0.03,0.03,0.98,-0.03,0.03,,1.82,-0.581,1.12,5741.0,-51.62,54.98,,,4.48,",",,,,,,0.13364651,0.13364651,0.13364651,0.13364651,52.333013,52.333013,52.333013,685.23391,685.23391,685.23391,Neptunian,0.98,G,18.926645,18 55 35.9208,+45 01 00.7968,0.93474034,0.72717697,1.7149118,0.9210607,1.6258923,0.97400183,1.6258923,0.88911175,1.6258923,2.6104132,1.9349675,0.40175982,0,0,Hot,0,0.22449085,Lyra,Lyr,Lyre,3.21727,10.439906,0.13364651
Kepler-649 b,3.0,,,,2.26442,-0.12331,0.13452,2016,2016-05-10,29.907227,-5.373e-05,5.373e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-649,285.65594,45.079556,13.437,525.0,-29.39,32.74,-0.17,-0.122,0.112,0.97,-0.05,0.04,0.94,-0.05,0.06,,2.95,-1.37,2.27,5871.0,-54.67,62.24,,,4.48,",",,,,,,0.18661687,0.18661687,0.18661687,0.18661688,27.007902,27.007902,27.007902,580.78799,580.78799,580.78799,Superterran,0.94,G,19.04373,19 02 37.4282,+45 04 46.4016,0.94057336,0.72374745,1.7010449,0.91671351,1.6127453,0.96929261,1.6127453,0.88489807,1.6127453,2.6185454,2.3561151,0.42408452,0,0,Hot,0,0.28855439,Lyra,Lyr,Lyre,2.26442,5.7508411,0.18661687
Kepler-65 b,3.0,,,,1.42367,-0.03363,0.03363,2012,2014-05-14,2.15491,-5e-06,5e-06,0.035,-0.001,0.002,,,,,,,,,,,,,0.114,0.16,-0.11,0.2,,,,,Transit,,,,,Kepler-65,288.6887,41.151173,11.018,306.39,-2.71,2.71,0.17,-0.06,0.06,1.25,-0.06,0.06,1.41,-0.03,0.03,,2.9,-0.7,0.7,6211.0,-66.0,66.0,,,4.23,",",,,,,,0.035,0.035,0.035,0.035000001,2163.8986,2163.8986,2163.8986,1737.6173,1737.6173,1737.6173,Terran,1.41,F,19.245914,19 14 45.2916,+41 09 04.2228,2.6507757,1.1900925,2.7761495,1.5073816,2.6320426,1.5933939,2.6320426,1.4549882,2.6320426,4.3959249,4.5982159,0.46018011,0,0,Hot,0,0.28281453,Lyra,Lyr,Lyre,1.42367,2.6154425,0.035
Kepler-65 c,3.0,,,,2.5783,-0.05605,0.05605,2012,2014-05-14,5.859944,-3e-06,3e-06,0.068,-0.002,0.004,,,,,,,,,,,,,0.222,0.42,-0.02,0.1,,,,,Transit,,,,,Kepler-65,288.6887,41.151173,11.018,306.39,-2.71,2.71,0.17,-0.06,0.06,1.25,-0.06,0.06,1.41,-0.03,0.03,,2.9,-0.7,0.7,6211.0,-66.0,66.0,,,4.23,",",,,,,,0.068,0.068,0.068,0.068000002,573.26465,573.26465,573.26465,1246.6189,1246.6189,1246.6189,Neptunian,1.41,F,19.245914,19 14 45.2916,+41 09 04.2228,2.6507757,1.1900925,2.7761495,1.5073816,2.6320426,1.5933939,2.6320426,1.4549882,2.6320426,4.3959249,4.5982159,0.46018011,0,0,Hot,0,0.22941771,Lyra,Lyr,Lyre,2.5783,7.1688075,0.068
Kepler-65 d,3.0,,,,1.52456,-0.04484,0.04484,2012,2014-05-14,8.13123,-2e-05,2e-05,0.084,-0.002,0.006,,,,,,,,,,,,,0.274,0.53,-0.02,0.07,,,,,Transit,,,,,Kepler-65,288.6887,41.151173,11.018,306.39,-2.71,2.71,0.17,-0.06,0.06,1.25,-0.06,0.06,1.41,-0.03,0.03,,2.9,-0.7,0.7,6211.0,-66.0,66.0,,,4.23,",",,,,,,0.084,0.084,0.084,0.084000002,375.67684,375.67684,375.67684,1121.6272,1121.6272,1121.6272,Superterran,1.41,F,19.245914,19 14 45.2916,+41 09 04.2228,2.6507757,1.1900925,2.7761495,1.5073816,2.6320426,1.5933939,2.6320426,1.4549882,2.6320426,4.3959249,4.5982159,0.46018011,0,0,Hot,0,0.28146585,Lyra,Lyr,Lyre,1.52456,2.9378483,0.084
Kepler-65 e,3.0,260.61896,-50.85248,200.23164,,,,2019,2019-06-13,258.8,-1.3,1.5,,,,0.283,-0.071,0.064,127.0,-25.0,27.0,,,,,,,,,,,,,,,Radial Velocity,,,,,Kepler-65,288.6887,41.151173,11.018,306.39,-2.71,2.71,0.17,-0.06,0.06,1.25,-0.06,0.06,1.41,-0.03,0.03,,2.9,-0.7,0.7,6211.0,-66.0,66.0,,,4.23,",",,,,,0.036402019,0.89024121,0.61372658,1.0982025,0.86476785,3.7721464,2.197901,7.0375765,349.57341,310.20368,414.9547,Jovian,1.41,F,19.245914,19 14 45.2916,+41 09 04.2228,2.6507757,1.1900925,2.7761495,1.5073816,2.6320426,1.5933939,2.6320426,1.4549882,2.6320426,4.3959249,4.5982159,0.46018011,0,0,Hot,0,0.26283993,Lyra,Lyr,Lyre,13.887363,260.61896,0.85596454
Kepler-650 b,3.0,,,,2.95944,-0.4484,0.50445,2016,2016-05-10,3.0321456,-3.31e-06,3.31e-06,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-650,289.00088,45.15427,13.684,805.0,-122.22,138.42,0.13,-0.084,0.092,1.08,-0.05,0.08,1.35,-0.21,0.23,,6.46,-1.86,1.0,5849.0,-77.61,64.94,,,4.21,",",,,,,,0.042054987,0.042054987,0.042054987,0.042054988,1080.557,1080.557,1080.557,1460.6859,1460.6859,1460.6859,Neptunian,1.35,G,19.266726,19 16 00.2136,+45 09 15.3720,1.9110967,1.0330258,2.4292952,1.3084527,2.3031928,1.383527,2.3031928,1.2630458,2.3031928,3.7325455,2.3514328,0.50088517,0,0,Hot,0,0.21221535,Cygnus,Cyg,Swan,2.95944,9.0594978,0.042054987
Kepler-651 b,3.0,,,,2.36531,-0.13452,0.2242,2016,2016-05-10,21.385215,-3.88e-05,3.88e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-651,287.33279,46.2035,13.94,537.0,-23.32,24.7,-0.04,-0.115,0.107,0.92,-0.04,0.03,0.87,-0.03,0.04,,3.55,-1.87,2.9,5522.0,-54.3,64.16,,,4.53,",",,,,,,0.14661596,0.14661596,0.14661596,0.14661597,29.332579,29.332579,29.332579,592.90139,592.90139,592.90139,Superterran,0.87,G,19.15552,19 09 19.8732,+46 12 12.6000,0.63054017,0.60497847,1.4358565,0.76628547,1.3613223,0.81049799,1.3613223,0.73972755,1.3613223,2.1439771,1.2709838,0.42972653,0,0,Hot,0,0.27990644,Lyra,Lyr,Lyre,2.36531,6.1925912,0.14661596
Kepler-652 b,3.0,,,,2.48862,-0.04484,0.05605,2016,2016-05-10,4.1820025,-1.72e-06,1.72e-06,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-652,288.00811,46.473557,13.393,423.0,-9.39,10.04,0.17,-0.068,0.056,0.97,-0.02,0.02,0.88,-0.01,0.02,,1.48,-0.367,0.724,5490.0,-40.88,43.22,,,4.54,",",,,,,,0.050275491,0.050275491,0.050275491,0.050275493,249.36226,249.36226,249.36226,1012.4011,1012.4011,1012.4011,Superterran,0.88,G,19.200542,19 12 01.9500,+46 28 24.8052,0.63029428,0.60597003,1.4396514,0.76754204,1.3649201,0.81185263,1.3649201,0.74094356,1.3649201,2.1435591,1.2244063,0.37802951,0,0,Hot,0,0.23640124,Lyra,Lyr,Lyre,2.48862,6.7506189,0.050275491
Kepler-653 b,3.0,,,,1.95054,-0.25783,0.29146,2016,2016-05-10,14.70749,-3.759e-05,3.759e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-653,282.21293,46.717819,13.387,593.0,-79.11,86.31,0.23,-0.078,0.077,1.02,-0.04,0.05,1.19,-0.16,0.17,,7.76,-2.88,1.9,5665.0,-60.88,54.97,,,4.29,",",,,,,,0.11823208,0.11823208,0.11823208,0.11823208,93.478467,93.478467,93.478467,792.17805,792.17805,792.17805,Superterran,1.19,G,18.814196,18 48 51.1067,+46 43 04.1484,1.3067191,0.86367431,2.0411346,1.0939539,1.935181,1.1569138,1.935181,1.0560193,1.935181,3.086419,1.6817922,0.50668166,0,0,Hot,0,0.27133816,Lyra,Lyr,Lyre,1.95054,4.4638619,0.11823208
Kepler-653 c,3.0,,,,0.7847,-0.12331,0.13452,2016,2016-05-10,0.90037648,-3.63e-06,3.63e-06,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-653,282.21293,46.717819,13.387,593.0,-79.11,86.31,0.23,-0.078,0.077,1.02,-0.04,0.05,1.19,-0.16,0.17,,7.76,-2.88,1.9,5665.0,-60.88,54.97,,,4.29,",",,,,,,0.01836506,0.01836506,0.01836506,0.018365061,3874.3381,3874.3381,3874.3381,2009.9918,2009.9918,2009.9918,Subterran,1.19,G,18.814196,18 48 51.1067,+46 43 04.1484,1.3067191,0.86367431,2.0411346,1.0939539,1.935181,1.1569138,1.935181,1.0560193,1.935181,3.086419,1.6817922,0.50668166,0,0,Hot,0,0.28812879,Lyra,Lyr,Lyre,0.7847,0.40755892,0.01836506
Kepler-654 b,3.0,,,,2.07385,-0.25783,0.36993,2016,2016-05-10,13.724651,-5.006e-05,5.006e-05,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-654,297.06841,46.834278,13.645,661.0,-66.61,103.47,0.04,-0.09,0.094,1.04,-0.04,0.05,1.11,-0.11,0.17,,5.37,-2.69,1.94,5865.0,-89.45,93.8,,,4.36,",",,,,,,0.11363747,0.11363747,0.11363747,0.11363747,101.14946,101.14946,101.14946,807.95245,807.95245,807.95245,Superterran,1.11,G,19.804562,19 48 16.4226,+46 50 03.4008,1.3061909,0.85320245,2.0056079,1.0806841,1.9014987,1.1426738,1.9014987,1.0431788,1.9014987,3.0857953,2.3867503,0.47962116,0,0,Hot,0,0.26404126,Cygnus,Cyg,Swan,2.07385,4.9534779,0.11363747
Kepler-655 b,3.0,,,,2.71282,-0.26904,0.41477,2016,2016-05-10,46.406336,-0.0001651,0.0001651,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-655,297.25909,46.843193,13.489,783.0,-77.86,114.73,0.0,-0.103,0.092,1.15,-0.05,0.06,1.24,-0.12,0.18,,3.39,-1.37,0.947,6170.0,-62.57,72.99,,,4.31,",",,,,,,0.26472424,0.26472424,0.26472424,0.26472424,28.489528,28.489528,28.489528,588.59453,588.59453,588.59453,Neptunian,1.24,F,19.817274,19 49 02.1858,+46 50 35.4948,1.9965154,1.0354094,2.417266,1.3114601,2.2917883,1.3863374,2.2917883,1.2658848,2.2917883,3.8150489,4.1680009,0.45936447,0,0,Hot,0,0.26454782,Cygnus,Cyg,Swan,2.71282,7.8153238,0.26472424
Kepler-656 b,3.0,,,,3.11638,-0.3363,0.21299,2016,2016-05-10,1.2602591,-6.6e-07,6.6e-07,,,,,,,,,,,,,,,,,,,,,,,,Transit,,,,,Kepler-656,288.3279,47.381592,15.342,867.0,-55.61,60.08,-0.04,-0.172,0.15,0.86,-0.04,0.04,0.82,-0.05,0.05,,4.37,-2.65,6.03,5281.0,-58.78,63.29,,,4.56,",",,,,,,0.021709455,0.021709455,0.021709455,0.021709455,994.22158,994.22158,994.22158,1430.5917,1430.5917,1430.5917,Neptunian,0.82,K,19.221861,19 13 18.6994,+47 22 53.7312,0.46857706,0.52856716,1.2645531,0.66950438,1.1989107,0.70830641,1.1989107,0.64631849,1.1989107,1.8482226,0.8214147,0.43498194,0,0,Hot,0,0.20617356,Lyra,Lyr,Lyre,3.11638,9.8901768,0.021709455
